0,肩こり,肩こり.png
1,肥満,肥満.png
2,プリケツ,プリケツ.png
3,シックスパック,シックスパック.png
4,美脚,美脚.png
5,姿勢,姿勢.png
6,腰痛,腰痛.png
7,T.Masashi,髙田.png
